,meshcode,linkno,kiseino,day,shour,ehour,sdate,edate,cartype,geometry
107,513243,8805,1,100000000,0700,0900,0101,1231,0,
108,513243,8806,1,100000000,0700,0900,0101,1231,0,
109,513243,8816,1,011111000,0730,0830,0101,1231,0,
110,513243,8835,1,011111000,0730,0830,0101,1231,0,
111,513243,8836,1,011111000,0730,0830,0101,1231,0,
112,513243,8950,1,011111000,0730,0830,0101,1231,0,
113,513243,8951,1,011111000,0730,0830,0101,1231,0,
114,513243,8965,1,100000000,0000,2400,0101,1231,0,
115,513243,10132,1,100000000,0000,2400,0101,1231,0,
116,513243,10133,1,011111000,0730,0830,0101,1231,0,
117,513243,10188,1,100000000,0000,2400,0101,1231,0,
118,513243,10190,1,100000000,0000,2400,0101,1231,0,
119,513243,10248,1,100000000,0700,0900,0101,1231,0,
120,513243,10927,1,100000000,1000,2400,0101,1231,0,
121,513243,10927,2,100000000,0000,0400,0101,1231,0,
122,513243,10962,1,100000000,1000,2400,0101,1231,0,
123,513243,10962,2,100000000,0000,0400,0101,1231,0,
124,513243,10965,1,100000000,1000,2400,0101,1231,0,
125,513243,10965,2,100000000,0000,0400,0101,1231,0,
126,513243,11021,1,011111000,0730,0830,0101,1231,0,
127,513243,11211,1,011111000,0730,0830,0101,1231,0,
128,513243,11412,1,100000000,0700,0900,0101,1231,0,
129,513243,11413,1,100000000,0700,0900,0101,1231,0,
130,513243,11414,1,100000000,0700,0900,0101,1231,0,
131,513243,11415,1,100000000,0700,0900,0101,1231,0,
132,513243,11416,1,100000000,0700,0900,0101,1231,0,
133,513243,11424,1,011111000,0730,0830,0101,1231,0,
134,513243,11443,1,100000000,0700,0900,0101,1231,0,
135,513243,11466,1,100000000,0730,0830,0101,1231,0,
136,513243,11768,1,100000000,1000,2400,0101,1231,0,
137,513243,11768,2,100000000,0000,0400,0101,1231,0,
138,513243,11946,1,100000000,0000,2400,0101,1231,0,
139,513243,12199,1,100000000,0700,0900,0101,1231,0,
140,513243,12201,1,100000000,0000,2400,0101,1231,0,
141,513243,12412,1,100000000,0700,0900,0101,1231,0,
142,513243,12413,1,100000000,0700,0900,0101,1231,0,
143,513243,12422,1,100000000,0700,0900,0101,1231,0,
144,513243,12483,1,100000000,0730,0830,0101,1231,0,
145,513243,12643,1,100000000,0000,2400,0101,1231,0,
146,513243,12645,1,011111000,0730,0830,0101,1231,0,
147,513243,12673,1,011111000,0730,0830,0101,1231,0,
148,513243,12674,1,011111000,0730,0830,0101,1231,0,
149,513243,12694,1,011111000,0730,0830,0101,1231,0,
150,513243,12714,1,011111100,0700,0900,0101,1231,0,
151,513243,12718,1,011111000,0730,0830,0101,1231,0,
152,513243,12719,1,011111000,0730,0830,0101,1231,0,
153,513243,12722,1,011111000,0730,0830,0101,1231,0,
154,513243,12723,1,011111100,0730,0830,0101,1231,0,
155,513243,12724,1,011111100,0730,0830,0101,1231,0,
156,513243,12769,1,011111000,0700,0900,0101,1231,0,
157,513243,13044,1,100000000,0700,0900,0101,1231,0,
158,513243,13070,1,100000000,0700,0900,0101,1231,0,
159,513243,13222,1,100000000,0700,0900,0101,1231,0,
160,513243,13260,1,100000000,0700,0900,0101,1231,0,
161,513243,13261,1,100000000,0700,0900,0101,1231,0,
162,513243,13295,1,100000000,0730,0830,0101,1231,0,
163,513243,13398,1,100000000,0700,0900,0101,1231,0,
164,513243,13619,1,011111000,0730,0830,0101,1231,0,
165,513243,13620,1,011111000,0730,0830,0101,1231,0,
166,513243,13621,1,011111000,0730,0830,0101,1231,0,
167,513243,13627,1,011111100,0730,0830,0101,1231,0,
168,513243,13628,1,011111100,0730,0830,0101,1231,0,
169,513243,13630,1,011111000,0730,0830,0101,1231,0,
170,513243,13631,1,011111000,0730,0830,0101,1231,0,
171,513243,13657,1,011111100,0730,0830,0101,1231,0,
172,513243,13686,1,011111000,0730,0830,0101,1231,0,
173,513243,13723,1,011111000,0730,0830,0101,1231,0,
174,513243,13724,1,011111000,0730,0830,0101,1231,0,
175,513243,13725,1,011111000,0730,0830,0101,1231,0,
176,513243,13807,1,011111000,0730,0830,0101,1231,0,
177,513243,13808,1,011111000,0730,0830,0101,1231,0,
178,513243,13809,1,011111000,0730,0830,0101,1231,0,
179,513243,13810,1,011111000,0730,0830,0101,1231,0,
180,513243,13811,1,011111000,0730,0830,0101,1231,0,
181,513243,13843,1,011111100,0700,0900,0101,1231,0,
182,513243,13844,1,011111100,0700,0900,0101,1231,0,
183,513243,13859,1,011111000,0730,0830,0101,1231,0,
184,513243,13869,1,011111100,0700,0900,0101,1231,0,
185,513243,13871,1,011111100,0730,0830,0101,1231,0,
186,513243,13873,1,011111000,0730,0830,0101,1231,0,
187,513243,13874,1,011111000,0730,0830,0101,1231,0,
188,513243,13880,1,100000000,0700,0900,0101,1231,0,
189,513243,13902,1,011111000,0700,0900,0101,1231,0,
190,513243,13998,1,100000000,0700,0900,0101,1231,0,
191,513243,14084,1,011111000,0730,0830,0101,1231,0,
192,513243,14264,1,011111000,0730,0830,0101,1231,0,
193,513243,14280,1,011111000,0730,0830,0101,1231,0,
194,513243,14286,1,011111100,0700,0900,0101,1231,0,
195,513243,14287,1,011111100,0700,0900,0101,1231,0,
196,513243,14288,1,011111100,0700,0900,0101,1231,0,
197,513243,14313,1,011111000,0730,0830,0101,1231,0,
198,513243,14331,1,100000000,0700,0900,0101,1231,0,
199,513243,14332,1,100000000,0700,0900,0101,1231,0,
200,513243,14351,1,011111000,0730,0830,0101,1231,0,
201,513243,14463,1,100000000,0700,0900,0101,1231,0,
202,513243,14502,1,011111000,0730,0830,0101,1231,0,
203,513243,14503,1,011111000,0730,0830,0101,1231,0,
204,513243,14538,1,100000000,0730,0830,0101,1231,0,
205,513243,14545,1,100000000,0700,0900,0101,1231,0,
206,513243,14738,1,100000000,0700,0900,0101,1231,0,
207,513243,14826,1,100000000,0700,0900,0101,1231,0,
208,513243,14845,1,100000000,0700,0900,0101,1231,0,
209,513243,14868,1,100000000,0700,0900,0101,1231,0,
210,513243,14990,1,100000000,0000,0500,0101,1231,0,
211,513243,14990,2,100000000,2300,2400,0101,1231,0,
212,513243,15018,1,011111100,0700,0900,0101,1231,0,
213,513243,15067,1,011111100,0730,0830,0101,1231,0,
214,513243,15075,1,011111100,0730,0830,0101,1231,0,
215,513243,15145,1,011111000,0730,0830,0101,1231,0,
216,513243,15146,1,011111000,0730,0830,0101,1231,0,
217,513243,15264,1,011111000,0730,0830,0101,1231,0,
218,513243,15270,1,100000000,0730,0830,0101,1231,0,
219,513243,15291,1,100000000,1000,2400,0101,1231,0,
220,513243,15291,2,100000000,0000,0400,0101,1231,0,
221,513243,15699,1,100000000,0700,0900,0101,1231,0,
222,513243,15701,1,100000000,0700,0900,0101,1231,0,
223,513243,15735,1,100000000,0730,0830,0101,1231,0,
224,513243,15736,1,100000000,0730,0830,0101,1231,0,
225,513243,15752,1,100000000,0700,0900,0101,1231,0,
226,513243,15753,1,100000000,0700,0900,0101,1231,0,
227,513243,15770,1,100000000,0700,0900,0101,1231,0,
228,513243,15771,1,100000000,0700,0900,0101,1231,0,
229,513243,16053,1,011111000,0730,0830,0101,1231,0,
230,513243,16055,1,011111000,0730,0830,0101,1231,0,
231,513243,16138,1,011111100,0700,0900,0101,1231,0,
232,513243,16167,1,011111000,0730,0830,0101,1231,0,
233,513243,16168,1,011111000,0730,0830,0101,1231,0,
234,513243,16219,1,011111000,0730,0830,0101,1231,0,
235,513243,16266,1,011111100,0700,0900,0101,1231,0,
236,513243,16267,1,011111100,0700,0900,0101,1231,0,
237,513243,16353,1,100000000,0000,2400,0101,1231,0,
238,513243,16359,1,011111000,0730,0830,0101,1231,0,
239,513243,16360,1,011111000,0730,0830,0101,1231,0,
240,513243,16467,1,011111000,0730,0830,0101,1231,0,
241,513243,16468,1,011111000,0730,0830,0101,1231,0,
242,513243,16476,1,011111100,0730,0830,0101,1231,0,
243,513243,16514,1,100000000,0000,2400,0101,1231,0,
244,513243,16586,1,011111100,0730,0830,0101,1231,0,
245,513243,16587,1,011111100,0730,0830,0101,1231,0,
246,513243,16635,1,011111100,0730,0830,0101,1231,0,
247,513243,16636,1,011111100,0730,0830,0101,1231,0,
248,513243,16637,1,011111000,0730,0830,0101,1231,0,
249,513243,16638,1,011111000,0730,0830,0101,1231,0,
250,513243,16639,1,011111000,0730,0830,0101,1231,0,
251,513243,16640,1,011111000,0730,0830,0101,1231,0,
252,513243,16643,1,011111000,0730,0830,0101,1231,0,
253,513243,16644,1,011111000,0730,0830,0101,1231,0,
254,513243,16696,1,100000000,1000,1900,0101,1231,0,
255,513243,16697,1,100000000,1000,1900,0101,1231,0,
256,513243,16731,1,100000000,0000,2400,0101,1231,0,
257,513243,16746,1,100000000,0700,0900,0101,1231,0,
258,513243,16747,1,100000000,0700,0900,0101,1231,0,
259,513243,16909,1,011111100,0700,0830,0101,1231,0,
260,513243,16977,1,100000000,0000,2400,0101,1231,0,
261,513243,17179,1,011111100,0700,0830,0101,1231,0,
262,513243,17198,1,011111100,0700,0830,0101,1231,0,
263,513243,17205,1,011111100,0700,0830,0101,1231,0,
264,513243,17491,1,011111000,0730,0830,0101,1231,0,
265,513243,17505,1,011111000,0730,0830,0101,1231,0,
266,513243,17533,1,100000000,2300,2400,0101,1231,0,
267,513243,17533,2,100000000,0000,0500,0101,1231,0,
268,513243,17538,1,100000000,2300,2400,0101,1231,0,
269,513243,17538,2,100000000,0000,0500,0101,1231,0,
270,513243,17836,1,011111100,0700,0900,0101,1231,0,
271,513243,17840,1,011111100,0700,0900,0101,1231,0,
272,513243,17937,1,100000000,0700,0900,0101,1231,0,
273,513243,18203,1,100000000,0700,0900,0101,1231,0,
274,513243,18205,1,100000000,0700,0900,0101,1231,0,
275,513243,18310,1,100000000,0000,2400,0101,1231,0,
276,513243,18311,1,100000000,0000,2400,0101,1231,0,
277,513243,18460,1,011111100,0730,0830,0101,1231,0,
278,513243,18461,1,011111100,0730,0830,0101,1231,0,
279,513243,18596,1,100000000,0000,2400,0101,1231,0,
280,513243,18761,1,100000000,0000,2400,0101,1231,0,
281,513243,18974,1,011111100,0700,0900,0101,1231,0,
282,513243,19073,1,011111000,0730,0830,0101,1231,0,
283,513243,19161,1,100000000,0700,0900,0101,1231,0,
284,513243,19260,1,011111000,0730,0830,0101,1231,0,
285,513243,19387,1,011111000,0730,0830,0101,1231,0,
286,513243,19446,1,011111100,0700,0900,0101,1231,0,
287,513243,19458,1,100000000,0700,0900,0101,1231,0,
288,513243,19558,1,011111100,0700,0900,0101,1231,0,
289,513243,19564,1,100000000,0700,0900,0101,1231,0,
290,513243,19911,1,011111000,0730,0830,0101,1231,0,
291,513243,20362,1,011111100,0730,0830,0101,1231,0,
292,513243,21112,1,011111100,0700,0830,0101,1231,0,
293,513243,21114,1,011111100,0730,0830,0101,1231,0,
